size class,count,% embedded
256,0,
180,0,
128,0,
90,1,
64,0,
45,0,
32,14,
22.6,19,
16,7,
11.3,4,
8,7,
5.6,5,
4,5,
2.8,3,
2,0,
1.4,0,
1,35,
<1,0,
Date,,
Sample,,
Note,,
